"Record_number","Author","Year","Journal","Trial","Phase_1","Phase_2","Phase_3","Vaccine","Manufacture","Vaccine_type","Group_ID","Group","Candidate_for_further_evaluation","Reference_to_highest_dose","Reference_to_lowest_dose","Age_lower","Age_upper","N","Total_doses","Dosage","Days_between_doses","Days_lower","Days_upper","Concentration_dose_1","Concentration_dose_2","Concentration_dose_3","Concentration_unit","Target","Assay_or_measurement","Specific_immunity_type","Immunity_measurement_unit","Immunity_value","Immunity_value_lower","Immunity_value_upper","Display_item","Ref_baseline","Ref_baseline_lower","Ref_baseline_upper","Ref_conv","Ref_conv_lower","Ref_conv_upper","N_conv","Days_since_first_dose","Days_since_last_dose"
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B2","9ug CpG/Alum, adult, phase 1","No","B3","B1",18,54,8,2,1,21,21,21,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",26,10.9,62.1,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B2","9ug CpG/Alum, adult, phase 1","No","B3","B1",18,54,8,2,2,21,35,35,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",494,124.5,1953.9,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B2","9ug CpG/Alum, adult, phase 1","No","B3","B1",18,54,8,2,2,21,49,49,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",453,116.3,1756.9,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B3","30ug CpG/Alum, adult, phase 1","Yes","B3","B1",18,54,8,2,0,21,0,0,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B3","30ug CpG/Alum, adult, phase 1","Yes","B3","B1",18,54,8,2,1,21,21,21,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",52,19.7,138.4,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B3","30ug CpG/Alum, adult, phase 1","Yes","B3","B1",18,54,8,2,2,21,35,35,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",1050,353.4,3136.9,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B3","30ug CpG/Alum, adult, phase 1","Yes","B3","B1",18,54,8,2,2,21,49,49,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",1159,396.8,3389,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A4","3ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,0,21,0,0,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A4","3ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,1,21,21,21,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",28,10.2,86.2,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A4","3ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,2,21,35,35,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",1076,233.3,5085,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A4","3ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,2,21,49,49,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",494,109.8,2280.6,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A5","9ug AS03, elderly, phase 1","Yes","A3","A1",18,54,8,2,0,21,0,0,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A5","9ug AS03, elderly, phase 1","Yes","A3","A1",18,54,8,2,1,21,21,21,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",48,17.3,131.9,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A5","9ug AS03, elderly, phase 1","Yes","A3","A1",18,54,8,2,2,21,35,35,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",3320,1674.1,6600.6,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A5","9ug AS03, elderly, phase 1","Yes","A3","A1",18,54,8,2,2,21,49,49,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",1396,467.7,4151.3,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A6","30ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,0,21,0,0,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A6","30ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,1,21,21,21,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",31,14.6,65.8,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A6","30ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,2,21,35,35,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",1174,540.6,2585.8,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","A6","30ug AS03, elderly, phase 1","No","A3","A1",18,54,8,2,2,21,49,49,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",830,416.5,1658,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B4","3ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,0,21,0,0,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B4","3ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,1,21,21,21,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B4","3ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,2,21,35,35,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",123,54.8,280.3,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B4","3ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,2,21,49,49,3,3,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",48,14.6,157,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B5","9ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,0,21,0,0,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B5","9ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,1,21,21,21,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B5","9ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,2,21,35,35,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",263,61.5,1105,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B5","9ug CpG/Alum, elderly, phase 1","No","B3","B1",18,54,8,2,2,21,49,49,9,9,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",195,77.5,490.8,"Figure 5",10,10,10,717,213,2417,20,28,28
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B6","30ug CpG/Alum, elderly, phase 1","Yes","B3","B1",18,54,8,2,0,21,0,0,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,-21,-21
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B6","30ug CpG/Alum, elderly, phase 1","Yes","B3","B1",18,54,8,2,1,21,21,21,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,10,10,"Figure 5",10,10,10,717,213,2417,20,0,0
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B6","30ug CpG/Alum, elderly, phase 1","Yes","B3","B1",18,54,8,2,2,21,35,35,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",190,55.8,649.5,"Figure 5",10,10,10,717,213,2417,20,14,14
285,"Richmond, P",2021,"Lancet","Yes","Yes","No","No","SCB-2019","Clover","Recombinant","B6","30ug CpG/Alum, elderly, phase 1","Yes","B3","B1",18,54,8,2,2,21,49,49,30,30,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",135,46.5,385.5,"Figure 5",10,10,10,717,213,2417,20,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A1","Low dose, phase 1","No","A2","A1",18,59,23,2,2,14,28,28,5,5,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",30.9,20.6,46.4,"Table 3",2,2,2,49.7,33.3,74.3,35,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A1","Low dose, phase 1","No","A2","A1",18,59,23,2,2,14,28,28,5,5,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",90.4,67.3,121.5,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A3","Low dose, 14 days, phase 2","No","A2","A1",18,59,100,2,2,14,28,28,5,5,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",41.5,32.8,52.5,"Table 3",2,2,2,49.7,33.3,74.3,35,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A3","Low dose, 14 days, phase 2","No","A2","A1",18,59,100,2,2,14,28,28,5,5,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",94.4,78,114.3,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B1","Low dose, 28 days, phase 2","Yes","B2","B1",18,59,100,2,2,28,42,42,5,5,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",110.5,92.4,132.2,"Table 3",2,2,2,49.7,33.3,74.3,35,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B1","Low dose, 28 days, phase 2","Yes","B2","B1",18,59,100,2,2,28,42,42,5,5,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",276.6,236.2,323.9,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A2","High dose, phase 1","No","A2","A1",18,59,24,2,2,14,28,28,10,10,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",40.6,23,71.8,"Table 3",2,2,2,49.7,33.3,74.3,35,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A2","High dose, phase 1","No","A2","A1",18,59,24,2,2,14,28,28,10,10,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",116.7,71.1,191.6,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A4","High dose, 14 days, phase 2","No","A2","A1",18,59,98,2,2,14,28,28,10,10,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",48.3,37.5,62.1,"Table 3",2,2,2,49.7,33.3,74.3,35,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A4","High dose, 14 days, phase 2","No","A2","A1",18,59,98,2,2,14,28,28,10,10,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",118.7,96.4,146.2,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B2","High dose, 28 days, phase 2","No","B2","B1",18,59,99,2,2,28,42,42,10,10,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",100.2,84.6,118.7,"Table 3",2,2,2,49.7,33.3,74.3,35,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B2","High dose, 28 days, phase 2","No","B2","B1",18,59,99,2,2,28,42,42,10,10,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",240.1,204.3,282.2,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,14,14
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A1","Low dose, phase 1","No","A2","A1",18,59,23,2,2,14,42,42,5,5,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",29.3,19.6,43.8,"Table 3",2,2,2,49.7,33.3,74.3,35,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A1","Low dose, phase 1","No","A2","A1",18,59,23,2,2,14,42,42,5,5,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",69.4,53.8,89.6,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A3","Low dose, 14 days, phase 2","No","A2","A1",18,59,100,2,2,14,42,42,5,5,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",37.2,29.5,46.9,"Table 3",2,2,2,49.7,33.3,74.3,35,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A3","Low dose, 14 days, phase 2","No","A2","A1",18,59,100,2,2,14,42,42,5,5,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",74.4,62.6,88.5,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B1","Low dose, 28 days, phase 2","Yes","B2","B1",18,59,98,2,2,28,56,56,5,5,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",131.7,109.3,158.6,"Table 3",2,2,2,49.7,33.3,74.3,35,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B1","Low dose, 28 days, phase 2","Yes","B2","B1",18,59,98,2,2,28,56,56,5,5,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",167.4,142.6,196.5,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A2","High dose, phase 1","No","A2","A1",18,59,24,2,2,14,42,42,10,10,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",49.1,33.5,72,"Table 3",2,2,2,49.7,33.3,74.3,35,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","Yes","No","No","KCONVAC","Minhai BioTech","Inactivated","A2","High dose, phase 1","No","A2","A1",18,59,24,2,2,14,42,42,10,10,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",99.8,61.7,161.4,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A4","High dose, 14 days, phase 2","No","A2","A1",18,59,97,2,2,14,42,42,10,10,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",44.5,35.5,55.7,"Table 3",2,2,2,49.7,33.3,74.3,35,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","A4","High dose, 14 days, phase 2","No","A2","A1",18,59,97,2,2,14,42,42,10,10,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",97.6,79.7,119.4,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B2","High dose, 28 days, phase 2","No","B2","B1",18,59,99,2,2,28,56,56,10,10,NA,"ug","Live virus",NA,"NT Ab","GMT/CI",110.7,94.7,129.4,"Table 3",2,2,2,49.7,33.3,74.3,35,28,28
312,"Pan, H",2021,"Chinese Medical Journal","Yes","No","Yes","No","KCONVAC","Minhai BioTech","Inactivated","B2","High dose, 28 days, phase 2","No","B2","B1",18,59,99,2,2,28,56,56,10,10,NA,"ug","Pseudo virus","PsVNA IC50","NT Ab","GMT/CI",153.6,131.2,179.8,"Table 3",7.8,5.5,11.1,NA,NA,NA,NA,28,28
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A1","10ug, adult","Yes","A3","A1",18,59,24,2,0,21,0,0,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-21,-21
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A1","10ug, adult","Yes","A3","A1",18,59,24,2,1,21,21,21,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",22,13,37,"Figure 2A",5,5,5,NA,NA,NA,NA,0,0
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A1","10ug, adult","Yes","A3","A1",18,59,24,2,2,21,28,28,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",35,23.1,52.8,"Figure 2A",5,5,5,NA,NA,NA,NA,7,7
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A1","10ug, adult","Yes","A3","A1",18,59,24,2,2,21,35,35,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",116,88.9,151.7,"Figure 2A",5,5,5,NA,NA,NA,NA,14,14
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A1","10ug, adult","Yes","A3","A1",18,59,24,2,2,21,49,49,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",112,82.3,153,"Figure 2A",5,5,5,NA,NA,NA,NA,28,28
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A2","25ug, adult","No","A3","A1",18,59,24,2,0,21,0,0,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-21,-21
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A2","25ug, adult","No","A3","A1",18,59,24,2,1,21,21,21,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",14,8.9,21.6,"Figure 2A",5,5,5,NA,NA,NA,NA,0,0
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A2","25ug, adult","No","A3","A1",18,59,24,2,2,21,28,28,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",29,16.6,49.2,"Figure 2A",5,5,5,NA,NA,NA,NA,7,7
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A2","25ug, adult","No","A3","A1",18,59,24,2,2,21,35,35,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",64,38.9,105.1,"Figure 2A",5,5,5,NA,NA,NA,NA,14,14
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A2","25ug, adult","No","A3","A1",18,59,24,2,2,21,49,49,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",72,43.6,117.5,"Figure 2A",5,5,5,NA,NA,NA,NA,28,28
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A3","50ug, adult","No","A3","A1",18,59,24,2,0,21,0,0,50,50,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-21,-21
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A3","50ug, adult","No","A3","A1",18,59,24,2,1,21,21,21,50,50,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",36,21.2,61.8,"Figure 2A",5,5,5,NA,NA,NA,NA,0,0
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A3","50ug, adult","No","A3","A1",18,59,24,2,2,21,28,28,50,50,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",118,66.5,207.9,"Figure 2A",5,5,5,NA,NA,NA,NA,7,7
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A3","50ug, adult","No","A3","A1",18,59,24,2,2,21,35,35,50,50,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",194,126.7,297.7,"Figure 2A",5,5,5,NA,NA,NA,NA,14,14
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A3","50ug, adult","No","A3","A1",18,59,24,2,2,21,49,49,50,50,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",154,99.5,239.1,"Figure 2A",5,5,5,NA,NA,NA,NA,28,28
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A4","10ug, elderly","Yes","A3","A1",60,100,24,2,0,21,0,0,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-21,-21
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A4","10ug, elderly","Yes","A3","A1",60,100,24,2,1,21,21,21,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",10,6.4,16.7,"Figure 2A",5,5,5,NA,NA,NA,NA,0,0
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A4","10ug, elderly","Yes","A3","A1",60,100,24,2,2,21,28,28,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",28,15.4,50,"Figure 2A",5,5,5,NA,NA,NA,NA,7,7
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A4","10ug, elderly","Yes","A3","A1",60,100,24,2,2,21,35,35,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",113,65.9,195.3,"Figure 2A",5,5,5,NA,NA,NA,NA,14,14
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A4","10ug, elderly","Yes","A3","A1",60,100,24,2,2,21,49,49,10,10,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",127,73.6,2188,"Figure 2A",5,5,5,NA,NA,NA,NA,28,28
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A5","25ug, elderly","No","A3","A1",60,100,24,2,0,21,0,0,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",5,5,5,"Figure 2A",5,5,5,NA,NA,NA,NA,-21,-21
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A5","25ug, elderly","No","A3","A1",60,100,24,2,1,21,21,21,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",12,7.5,17.8,"Figure 2A",5,5,5,NA,NA,NA,NA,0,0
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A5","25ug, elderly","No","A3","A1",60,100,24,2,2,21,28,28,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",24,13.8,41.5,"Figure 2A",5,5,5,NA,NA,NA,NA,7,7
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A5","25ug, elderly","No","A3","A1",60,100,24,2,2,21,35,35,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",65,38.1,111.4,"Figure 2A",5,5,5,NA,NA,NA,NA,14,14
288,"Zhang, J",2021,"Emerging Microbes & Infections","Yes","Yes","No","No","V-01","Livzon Mabpharm","Recombinant","A5","25ug, elderly","No","A3","A1",60,100,24,2,2,21,49,49,25,25,NA,"ug","Live virus","MNT 50","NT Ab","GMT/CI",90,53.1,151.6,"Figure 2A",5,5,5,NA,NA,NA,NA,28,28
