Record_number,Author,Journal,Year,Vaccine,Vaccine_type,Manufacture,Group_ID,Group,Subgroup,Dose_level,Dose_concentration,Display_item,Time,Dosages,Measurement,N,Event,Risk
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B5,"Low-dose, phase 2, 3 doses, 28 days, elderly",F,Lower,20,Table 3,7,Any,Local,100,10,10
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B6,"High-dose, phase 2, 3 doses, 28 days, elderly",F,Standard,40,Table 3,7,Any,Local,100,8,8
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A1,"Low-dose, phase 1, 2 doses, 28 days, adult",A,None,20,Table 2,7,Any,Systemic,24,3,13
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A2,"High-dose, phase 1, 2 doses, 28 days, adult",A,None,40,Table 2,7,Any,Systemic,24,5,21
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A3,"Low-dose, phase 1, 2 doses, 28 days, elderly",B,None,20,Table 2,7,Any,Systemic,18,1,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A4,"High-dose, phase 1, 2 doses, 28 days, elderly",B,None,40,Table 2,7,Any,Systemic,18,2,11
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C1,"Low-dose, phase 2, 2 doses, 21 days, adult",C,None,20,Table 3,7,Any,Systemic,100,12,12
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C2,"High-dose, phase 2, 2 doses, 21 days, adult",C,None,40,Table 3,7,Any,Systemic,100,7,7
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B3,"Low-dose, phase 2, 3 doses, 28 days, adult",D,Lower,20,Table 3,7,Any,Systemic,100,10,10
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B4,"High-dose, phase 2, 3 doses, 28 days, adult",D,Standard,40,Table 3,7,Any,Systemic,100,9,9
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C3,"Low-dose, phase 2, 2 doses, 21 days, elderly",E,None,20,Table 3,7,Any,Systemic,100,6,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C4,"High-dose, phase 2, 2 doses, 21 days, elderly",E,None,40,Table 3,7,Any,Systemic,100,3,3
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B5,"Low-dose, phase 2, 3 doses, 28 days, elderly",F,Lower,20,Table 3,7,Any,Systemic,100,12,12
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B6,"High-dose, phase 2, 3 doses, 28 days, elderly",F,Standard,40,Table 3,7,Any,Systemic,100,10,10
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A1,"Low-dose, phase 1, 2 doses, 28 days, adult",A,None,20,Table 2,7,Any,Solicited,24,5,21
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A2,"High-dose, phase 1, 2 doses, 28 days, adult",A,None,40,Table 2,7,Any,Solicited,24,7,29
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A3,"Low-dose, phase 1, 2 doses, 28 days, elderly",B,None,20,Table 2,7,Any,Solicited,18,2,11
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A4,"High-dose, phase 1, 2 doses, 28 days, elderly",B,None,40,Table 2,7,Any,Solicited,18,3,17
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C1,"Low-dose, phase 2, 2 doses, 21 days, adult",C,None,20,Table 3,7,Any,Solicited,100,16,16
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C2,"High-dose, phase 2, 2 doses, 21 days, adult",C,None,40,Table 3,7,Any,Solicited,100,19,19
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B3,"Low-dose, phase 2, 3 doses, 28 days, adult",D,Lower,20,Table 3,7,Any,Solicited,100,22,22
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B4,"High-dose, phase 2, 3 doses, 28 days, adult",D,Standard,40,Table 3,7,Any,Solicited,100,30,30
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C3,"Low-dose, phase 2, 2 doses, 21 days, elderly",E,None,20,Table 3,7,Any,Solicited,100,10,10
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C4,"High-dose, phase 2, 2 doses, 21 days, elderly",E,None,40,Table 3,7,Any,Solicited,100,12,12
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B5,"Low-dose, phase 2, 3 doses, 28 days, elderly",F,Lower,20,Table 3,7,Any,Solicited,100,18,18
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B6,"High-dose, phase 2, 3 doses, 28 days, elderly",F,Standard,40,Table 3,7,Any,Solicited,100,16,16
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A1,"Low-dose, phase 1, 2 doses, 28 days, adult",A,None,20,Table S2,28,Any,Unsolicited,24,1,4
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A2,"High-dose, phase 1, 2 doses, 28 days, adult",A,None,40,Table S2,28,Any,Unsolicited,24,3,13
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A3,"Low-dose, phase 1, 2 doses, 28 days, elderly",B,None,20,Table S2,28,Any,Unsolicited,18,0,0
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A4,"High-dose, phase 1, 2 doses, 28 days, elderly",B,None,40,Table S2,28,Any,Unsolicited,18,1,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C1,"Low-dose, phase 2, 2 doses, 21 days, adult",C,None,20,Table S2,28,Any,Unsolicited,100,2,2
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C2,"High-dose, phase 2, 2 doses, 21 days, adult",C,None,40,Table S2,28,Any,Unsolicited,100,6,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B3,"Low-dose, phase 2, 3 doses, 28 days, adult",D,Lower,20,Table S2,28,Any,Unsolicited,100,0,0
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B4,"High-dose, phase 2, 3 doses, 28 days, adult",D,Standard,40,Table S2,28,Any,Unsolicited,100,6,6
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C3,"Low-dose, phase 2, 2 doses, 21 days, elderly",E,None,20,Table S2,28,Any,Unsolicited,100,1,1
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C4,"High-dose, phase 2, 2 doses, 21 days, elderly",E,None,40,Table S2,28,Any,Unsolicited,100,2,2
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B5,"Low-dose, phase 2, 3 doses, 28 days, elderly",F,Lower,20,Table S2,28,Any,Unsolicited,100,1,1
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B6,"High-dose, phase 2, 3 doses, 28 days, elderly",F,Standard,40,Table S2,28,Any,Unsolicited,100,1,1
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A1,"Low-dose, phase 1, 2 doses, 28 days, adult",A,None,20,Table 2,28,Any,Overall,24,14,58
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A2,"High-dose, phase 1, 2 doses, 28 days, adult",A,None,40,Table 2,28,Any,Overall,24,13,54
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A3,"Low-dose, phase 1, 2 doses, 28 days, elderly",B,None,20,Table 2,28,Any,Overall,18,6,33
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,A4,"High-dose, phase 1, 2 doses, 28 days, elderly",B,None,40,Table 2,28,Any,Overall,18,5,28
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C1,"Low-dose, phase 2, 2 doses, 21 days, adult",C,None,20,Table 3,28,Any,Overall,100,30,30
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C2,"High-dose, phase 2, 2 doses, 21 days, adult",C,None,40,Table 3,28,Any,Overall,100,37,37
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B3,"Low-dose, phase 2, 3 doses, 28 days, adult",D,Lower,20,Table 3,28,Any,Overall,100,31,31
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B4,"High-dose, phase 2, 3 doses, 28 days, adult",D,Standard,40,Table 3,28,Any,Overall,100,41,41
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C3,"Low-dose, phase 2, 2 doses, 21 days, elderly",E,None,20,Table 3,28,Any,Overall,100,19,19
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,C4,"High-dose, phase 2, 2 doses, 21 days, elderly",E,None,40,Table 3,28,Any,Overall,100,26,26
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B5,"Low-dose, phase 2, 3 doses, 28 days, elderly",F,Lower,20,Table 3,28,Any,Overall,100,32,32
118,Meng. F. Y,Signal Transduction and Targeted Therapy,2021,Sf9 cells,Recombinant,West China Hospital,B6,"High-dose, phase 2, 3 doses, 28 days, elderly",F,Standard,40,Table 3,28,Any,Overall,100,28,28
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,7,Partial,Local,120,9,7.5
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,7,Partial,Local,120,4,3.33
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,7,Partial,Local,120,5,4.17
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,7,Partial,Local,120,1,0.83
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,7,Full,Local,119,3,2.52
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,7,Full,Local,120,3,2.5
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,7,Full,Local,117,2,1.71
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,7,Full,Local,117,1,0.85
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,7,Partial,Systemic,120,12,10
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,7,Partial,Systemic,120,7,5.83
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,7,Partial,Systemic,120,7,5.83
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,7,Partial,Systemic,120,12,10
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,7,Full,Systemic,119,11,9.24
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,7,Full,Systemic,120,2,1.67
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,7,Full,Systemic,117,1,0.85
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,7,Full,Systemic,117,2,1.71
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,7,Partial,Solicited,120,16,13.3
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,7,Partial,Solicited,120,9,7.5
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,7,Partial,Solicited,120,10,8.3
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,7,Partial,Solicited,120,13,10.8
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,7,Full,Solicited,119,14,11.8
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,7,Full,Solicited,120,4,3.33
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,7,Full,Solicited,117,3,2.6
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,7,Full,Solicited,117,3,2.6
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,NA,Partial,Unsolicited,120,3,2.5
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,NA,Partial,Unsolicited,120,2,1.7
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,NA,Partial,Unsolicited,120,2,1.7
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,NA,Partial,Unsolicited,120,2,1.7
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,NA,Full,Unsolicited,119,3,2.5
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,NA,Full,Unsolicited,120,2,1.7
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,NA,Full,Unsolicited,117,0,0
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,NA,Full,Unsolicited,117,1,0.85
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,21,Partial,Overall,120,26,21.7
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,21,Partial,Overall,120,23,19.2
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,21,Partial,Overall,120,19,15.8
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,21,Partial,Overall,120,24,20
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, 2 doses, adult",A,Standard,10,Supplementary Table 2,30,Full,Overall,119,24,20.2
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, 2 doses, adult",A,Higher,25,Supplementary Table 2,30,Full,Overall,120,10,8.3
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A3,"10ug, 2 doses, elderly",B,Standard,10,Supplementary Table 2,30,Full,Overall,117,7,6
385,Shu. Y. J,Chinese Medical Journal,2021,V-01,Recombinant,Livzon Mabpharm,A4,"25ug, 2 doses, elderly",B,Higher,25,Supplementary Table 2,30,Full,Overall,117,9,7.7
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,NA,Partial,Local,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,NA,Partial,Local,24,1,4.17
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,NA,Partial,Local,24,4,16.67
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,NA,Partial,Local,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,NA,Partial,Local,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,NA,Partial,Local,24,1,4.17
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,NA,Full,Local,24,2,8.33
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,NA,Full,Local,24,1,4.35
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,NA,Full,Local,24,1,4.17
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,NA,Full,Local,20,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,NA,Full,Local,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,NA,Full,Local,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,NA,Partial,Systemic,24,2,8.33
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,NA,Partial,Systemic,24,2,8.33
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,NA,Partial,Systemic,24,2,8.33
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,NA,Partial,Systemic,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,NA,Partial,Systemic,24,1,4.17
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,NA,Partial,Systemic,24,3,12.5
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,NA,Full,Systemic,24,1,4.17
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,NA,Full,Systemic,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,NA,Full,Systemic,24,2,8.33
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,NA,Full,Systemic,20,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,NA,Full,Systemic,24,1,4.17
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,NA,Full,Systemic,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,7,Partial,Solicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,7,Partial,Solicited,24,3,12.5
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,7,Partial,Solicited,24,5,20.8
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,7,Partial,Solicited,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,7,Partial,Solicited,24,1,4.2
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,7,Partial,Solicited,24,3,12.5
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,7,Full,Solicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,7,Full,Solicited,24,1,4.2
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,7,Full,Solicited,24,3,12.5
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,7,Full,Solicited,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,7,Full,Solicited,24,1,4.2
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,7,Full,Solicited,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,NA,Partial,Unsolicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,NA,Partial,Unsolicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,NA,Partial,Unsolicited,24,4,16.7
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,NA,Partial,Unsolicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,NA,Partial,Unsolicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,NA,Partial,Unsolicited,24,2,8.3
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A1,"10ug, adult",A,Standard,10,appendix Table S5,NA,Full,Unsolicited,24,3,12.5
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A2,"25ug, adult",A,Higher,25,appendix Table S5,NA,Full,Unsolicited,24,3,12.5
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A3,"50ug, adult",A,Higher,50,appendix Table S5,NA,Full,Unsolicited,24,0,0
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A4,"10ug, elderly",B,Standard,10,appendix Table S5,NA,Full,Unsolicited,24,1,4.2
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A5,"25ug, elderly",B,Higher,25,appendix Table S5,NA,Full,Unsolicited,24,1,4.2
288,Zhang. J,Emerging Microbes & Infections,2021,V-01,Recombinant,Livzon Mabpharm,A6,"50ug, elderly",B,Higher,50,appendix Table S5,NA,Full,Unsolicited,24,4,16.7
